﻿unique_identifier,checkmark_completed,status,century,year_to_display,year_to_sort,place,revolt_name,description,encoded_description,citations,resource_links,video_link,latitude,longitude,lat-long_precision,presentation_folder,notes,remediation,graphic_artists
ub66p5,TRUE,,1700,1736,1736,Guadeloupe,,"(insert image1) The “news spread that the Maroons were coming to free enslaved people, kill whites, and burn down plantations, Authorities carried out preemptive arrests, and tortured slaves confessed that a plan to revolt was in place for Christmas....one hundred suspected Maroons and slaves...underwent expedited trials in early 1738. Several (perhaps sixteen in all) were sentenced to the wheel or hanging, and numerous others to whippings, the stocks, hot iron branding, and repression that targeted the Maroon bands increasing at the time.""  Rumor they had kidnapped and eaten a white child to justify the executions that many deemed excessive.","<img src=""/image1""> The “news spread that the Maroons were coming to free enslaved people, kill whites, and burn down plantations, Authorities carried out preemptive arrests, and tortured slaves confessed that a plan to revolt was in place for Christmas....one hundred suspected Maroons and slaves...underwent expedited trials in early 1738. Several (perhaps sixteen in all) were sentenced to the wheel or hanging, and numerous others to whippings, the stocks, hot iron branding, and repression that targeted the Maroon bands increasing at the time.""  Rumor they had kidnapped and eaten a white child to justify the executions that many deemed excessive.","Aline Helb, Slave No More: Self-Liberation Before Abolition in the Americas, North Carolina: UNC press; 2019. p. 98 Image Citation: 
https://www.smithsonianmag.com/history/antiguas-disputed-slave-conspiracy-of-1736-117569/",,,16.265,-61.551,Approximate,https://drive.google.com/drive/folders/1Y5dDZRl1mV0yQkMaIS8v9ojB70_HiM1v?usp=share_link,,,
tMYUTX,TRUE,,1700,1750,1750,"Guinea, West Africa",King David Revolt,"(Insert video) The King David Revolt occurred on May 8, 1750 (Image 3); the vessel and its crew experienced an insurrection at sea as slaves fought to liberate themselves from captivity, killing most of the crew. (image 2) One of the Africans spoke English and befriended crew members who allowed him to roam freely. He then organized other Africans, and they broke into the Captain's cabin at 5:00 a.m., killing the Captain and retrieving guns. The former captives killed five other people chained some crew members below deck and threw nine into the Atlantic. (Images 4 & 1) One of the surviving crew members convinced them to go to an island without any whites instead of returning to Africa. They sailed to Teage and were overcome by the French.","The King David Revolt occurred on May 8, 1750 <img src=""/image1"">; the vessel and its crew experienced an insurrection at sea as slaves fought to liberate themselves from captivity, killing most of the crew. <img src=""/image2""> One of the Africans spoke English and befriended crew members who allowed him to roam freely. He then organized other Africans, and they broke into the Captain's cabin at 5:00 a.m., killing the Captain and retrieving guns. The former captives killed five other people chained some crew members below deck and threw nine into the Atlantic. <img src=""/image3""> <img src=""/image4""> One of the surviving crew members convinced them to go to an island without any whites instead of returning to Africa. They sailed to Teage and were overcome by the French.","Image 1: George Francis Dow, Slave Ships and Slaving. Port Washington NY: Kennikat Press, 1969) Image 2: http://slaverebellion.org/index.php?page=african-insurrections mage 3 Alamy mage ID:FERT72 Image 4 https://digital.librarycompany.org/islandora/object/Islandora%3A2834 George Francis Dow, Slave Ships and Slaving. Port Washington NY: Kennikat Press, 1969",http://slaverebellion.org/index.php?page=african-insurrections,,9.9456,-9.6966,Approximate,https://drive.google.com/drive/folders/1LIG6Dfh9wgX_zosaVbFOaYRfpNgMG21F?usp=share_link,Rebellion at sea,,
exulVa,TRUE,,1700,1756,1756,Brazil,Minas Gerais Plot,"Minas Gerais Plot:(Image 1) The discovery of gold in the Minas region led to a large population explosion.  There were also free Blacks in the area and the enslaved who were becoming economically mobile.  The government decided to limit their ascendency by instituting a tax.  These Blacks had already bought their freedom and did not want to pay, so they moved into the Quilombo, Campo Grande, one of the largest in Brazil.  It was there that a plan was devised to kill all the white and mulatto men and spare the women.  This plot is significant since it explains why the whites feared the Black communities.","<img src=""/image1""> The discovery of gold in the Minas region led to a large population explosion.  There were also free Blacks in the area and the enslaved who were becoming economically mobile.  The government decided to limit their ascendency by instituting a tax.  These Blacks had already bought their freedom and did not want to pay, so they moved into the Quilombo, Campo Grande, one of the largest in Brazil.  It was there that a plan was devised to kill all the white and mulatto men and spare the women.  This plot is significant since it explains why the whites feared the Black communities.","Ronald Young in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp. 77-78. https://www.flickr.com/photos/10015563@N03/13060535135/ Photograph By Cicero R. C. Omena",,,-17.9302,-43.7908,Precise,https://drive.google.com/drive/folders/1F4RjCz6d7NfjhJumIVEaF5Hr7EWe1WyZ?usp=share_link,,,Muthi
9VjKyN,TRUE,,1700,1760,1760,Jamaica,Tacky's Rebellion,"(Image 2) Tacky's rebellion was organized by Tacky, a slave overseer among other leaders of the Coramantee from the region of Ghana, including ""...an enslaved woman named Cubah who led resistance forces and assumed the title 'Queen of Kingston' during the uprising."" They utilized their power from Obeah, their spiritual beliefs that led them to sprinkle white powder on themselves for protection.  (image 1) The revolt began on Easter Sunday when the Coramantee rebels seized an armory and ""...acquired four barrels of gunpowder and forty muskets...what began as a band of 150 rebels quickly became an army of thousands as like-minded Coramantee"" and other populations, including some Maroons, joined in.  The rebellion lasted six months, claiming the lives of ""...an estimated 400 slaves, 60 free Blacks, and 60 white residents and resulted in the deportation of 600 suspected participants"" to Belize."" Impact of revolt: Began abolition of the slave trade; reorganization of British empire-increased taxation for military protection; Publicized the horrific punishment of slaves; (image 3 & 4)","<img src=""/image2""> Tacky's rebellion was organized by Tacky, a slave overseer among other leaders of the Coramantee from the region of Ghana, including ""...an enslaved woman named Cubah who led resistance forces and assumed the title 'Queen of Kingston' during the uprising."" They utilized their power from Obeah, their spiritual beliefs that led them to sprinkle white powder on themselves for protection.  <img src=""/image1""> The revolt began on Easter Sunday when the Coramantee rebels seized an armory and ""...acquired four barrels of gunpowder and forty muskets...what began as a band of 150 rebels quickly became an army of thousands as like-minded Coramantee"" and other populations, including some Maroons, joined in.  The rebellion lasted six months, claiming the lives of ""...an estimated 400 slaves, 60 free Blacks, and 60 white residents and resulted in the deportation of 600 suspected participants"" to Belize."" Impact of revolt: Began abolition of the slave trade; reorganization of British empire-increased taxation for military protection; Publicized the horrific punishment of slaves <img src=""/image3""><img src=""/image1"">","Vincent Brown, Tacky's Revolt, Boston: Belknap Press, 2020 and Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez, eds. Greenwood Press: 2006 pp. 497-498.Image 1: https://www.bl.uk/collection-items/trinity-estate-st-marys (Drawing of Trinity Estate, St Mary‚Äôs) Image 2 : https://thecaribbeancamera.com/emancipation-park-is-the-place-where-jamaican-history-lives/ (Emancipation park) Image 3 : https://nationalhumanitiescenter.org/fellows-book/tackys-revolt-the-story-of-an-atlantic-slave-war/ Book cover of Tacky‚Äôs Revolt: The Story of an Atlantic Slave War By Vincente Brown",http://revolt.axismaps.com/project.html,,18.3093,-76.9643,Precise,https://drive.google.com/drive/folders/1cHUuqKLpvXvP1d9wQSUtitfcAiZnH04c?usp=share_link,Also occured in St. Mary Parish Jamaica/ not to be confused with the St. Mary Parish Rebellion,,Muthi
45XQVD,TRUE,,1700,1787,1787,Senegal,,"King of Almammy passed a law that made it illegal to take enslaved Africans from his kingdom. He returned presents from French slave traders that were sent as bribes. ""Because the King of Almammy was preparing for war at the sea with the French, the French paid Arab muslims in Mauritania to attack his Kingdom on land from behind. His kingdom was unfortunately defeated, however, his shining example of Afrikan morality in the face of evil lives forever."" (image 1)","King of Almammy passed a law that made it illegal to take enslaved Africans from his kingdom. He returned presents from French slave traders that were sent as bribes. ""Because the King of Almammy was preparing for war at the sea with the French, the French paid Arab muslims in Mauritania to attack his Kingdom on land from behind. His kingdom was unfortunately defeated, however, his shining example of Afrikan morality in the face of evil lives forever."" <img src=""/image1"">",image 1: https://stock.adobe.com/search?k=%22toubab+dialaw%22 https://www.facebook.com/575706419187357/photos/a.575710522520280/742631399161524/?type=1&theater Image Traditional Senegalese architecture,,,14.30574,-16.28708,Approximate,https://drive.google.com/drive/folders/1HC6pvjxJQMDmll6QQiTd5Mq_DH8OBwAU?usp=share_link,"occured in the Kingdom of Soloum, have to buy image",,
LA8uFf,TRUE,,1700,1789,1789,Guadeloupe,,"(image 1) The 1789 Slave revolt in Guadeloupe was a significant event in the island's history. The revolt began on August 20, 1789, when a group of enslaved Africans rose up against the plantation owners and the French colonial government. The spark that ignited the revolt was the news of the French Revolution, which had begun earlier that year and inspired the enslaved Africans to demand their freedom. African people had an Underground communication system that informed them of the international wars and their impact on slavery. Some whites went as far as to spell words so Africans couldn't know, but they translated the letters. The rebels managed to take control of several towns and plantations on the island, and for a brief period, it seemed that they might succeed in overthrowing the colonial government. However, the French authorities eventually sent troops to suppress the revolt, and after several weeks of fighting, the rebels were defeated. The aftermath of the revolt was brutal. Many rebels were executed, and hundreds of others were sold to plantations in other colonies. However, the rebellion did have a significant impact on the fight against slavery in the French Empire, as it helped to bring the issue to the forefront of public debate and contributed to the eventual abolition of slavery in France and its colonies in the 19th century.","<img src=""/image1""> The 1789 Slave revolt in Guadeloupe was a significant event in the island's history. The revolt began on August 20, 1789, when a group of enslaved Africans rose up against the plantation owners and the French colonial government. The spark that ignited the revolt was the news of the French Revolution, which had begun earlier that year and inspired the enslaved Africans to demand their freedom. African people had an Underground communication system that informed them of the international wars and their impact on slavery. Some whites went as far as to spell words so Africans couldn't know, but they translated the letters. The rebels managed to take control of several towns and plantations on the island, and for a brief period, it seemed that they might succeed in overthrowing the colonial government. However, the French authorities eventually sent troops to suppress the revolt, and after several weeks of fighting, the rebels were defeated. The aftermath of the revolt was brutal. Many rebels were executed, and hundreds of others were sold to plantations in other colonies. However, the rebellion did have a significant impact on the fight against slavery in the French Empire, as it helped to bring the issue to the forefront of public debate and contributed to the eventual abolition of slavery in France and its colonies in the 19th century. <img src=""/image2"">","The Abolitions of Slavery: From L'Ouverture to Lincoln, edited by Sybille Fischer and Christine Leuenberger, 81-107. Berghahn Books, 2010. image 1: https://en.wikipedia.org/wiki/Invasion_of_Guadeloupe_(1810) (Public Domain) The Attack upon Guadeloupe, by the troops under the command of Lieutenant General George Beckwith on the 3rd of February 1810 at midnight Photo of statute in Guadeloupe taken by Ife Williams",,,16.24918,-61.63889,Approximate,https://drive.google.com/drive/folders/1DEFr6WEOPmTufPNb_qCiWJYqV1y8o58x?usp=share_link,,,
txDfsP,TRUE,,1700,1790,1790,"Cap-Français, Haiti",Vincent Oge's Revolt,"This revolt involved the plight for privilege and respect of the ""free gens de couleur"" as the government was ""unwilling to extend the benefits of French citizenship to the mulattoes and free blacks of Saint Domingue.(image1)"" Oge wanted to have civil liberties but wasn't interested in emancipation. Oge, along with his friend Chavannes, organized approximately 200 men and were able to massacre some white residents. (image2) They were captured and executed to send a message to others by being broken on the wheel, decapitated ""(image3)...and their heads were displayed on pikes as a somber reminder of the power of colonial authorities"".","This revolt involved the plight for privilege and respect of the ""free gens de couleur"" as the government was ""unwilling to extend the benefits of French citizenship to the mulattoes and free blacks of Saint Domingue.""<img src=""/image1""> Oge wanted to have civil liberties but wasn't interested in emancipation. Oge, along with his friend Chavannes, organized approximately 200 men and were able to massacre some white residents. <img src=""/image2""> They were captured and executed to send a message to others by being broken on the wheel, decapitated <img src=""/image3"">...and their heads were displayed on pikes as a somber reminder of the power of colonial authorities"".","Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006, pp 108-109.image 1 : https://commons.wikimedia.org/wiki/File:Vincent_Og%C3%A9_by_J._Verschueren.jpg (Author : J. Verschueren ) image 2 : https://www.whitneyplantation.org/history/slavery-in-louisiana/resistance/ image 3 : https://apnews.com/article/77923ee7ab3f4842937cae69d4c5dead This July 14, 2017 photo shows a memorial by Woodrow Nash for the German Coast Uprising at the Whitney Plantation in Edgard, La. After the uprising, slaves who participated were tried and executed. Their heads were placed in public view along the Mississippi River, to serve as a warning to others. (AP Photo/Gerald Herbert)","IMAGE SOURCE

image 1 : https://commons.wikimedia.org/wiki/File:Vincent_Og%C3%A9_by_J._Verschueren.jpg
 (Author : J. Verschueren )
image 2 : https://www.whitneyplantation.org/history/slavery-in-louisiana/resistance/
image 3 : https://apnews.com/article/77923ee7ab3f4842937cae69d4c5dead
This July 14, 2017 photo shows a memorial by Woodrow Nash for the German Coast Uprising at the Whitney Plantation in Edgard, La. After the uprising, slaves who participated were tried and executed. Their heads were placed in public view along the Mississippi River, to serve as a warning to others. (AP Photo/Gerald Herbert)",,19.74737,-72.24522,Approximate,https://drive.google.com/drive/folders/1oE8Xl-Ar1TFoNbnri2HxBXquyHgNlybn?usp=share_link,,,Muthi
b6s6V3,TRUE,,1700,1791,1791,Dominica,,"(image1) This uprising was led by an enslaved man named Farcel (also spelled Pharcel). It is believed they rose ""...as a means of protecting the prerogatives that they had gained through the years. In particular, they hoped to retain sufficient free time each week that they used to work on their own provision grounds (plots of farmland allotted to slave families).""","<img src=""/image1""> This uprising was led by an enslaved man named Farcel (also spelled Pharcel). It is believed they rose ""...as a means of protecting the prerogatives that they had gained through the years. In particular, they hoped to retain sufficient free time each week that they used to work on their own provision grounds (plots of farmland allotted to slave families).""","Image: Book Cover for Alick Lazare, Pharcel: Runaway Slave, iUniverse, Inc.; 0 edition (June 29, 2006) Source: Lennox Honychurch. The Dominica Story: A History of the Island. Hong Kong: Macmillan, 1995.",https://www.thedominican.net/articles/pharcel.htm,,15.38189,-61.35037,,https://drive.google.com/drive/folders/1L7OcjqkTtpqyCzk6tbiN10_f1h_WI9CD?usp=share_link,,,
5tDQv5,TRUE,,1700,1795,1795,Jamaica,Second Maroon War,"Jamaica's Second Maroon War (insert image 1) (insert image 2) began when the Maroons of Trelawny Town felt mistreated under Cudjoe's Treaty of 1739 which ended the First Maroon War. Even though that treaty head required the Maroons to return any runaway slaves, there was still distrust and friction over the Maroon's relationship with those enslaved. The planters used the excuse of increased interaction between the Marooners and enslaved people, often marrying and having children thus assisting in their escape, as the basis to break the Treaty of 1738, setting the stage for the second war. The spark ignited the war when two Trelawny Maroons who stole a pig were imprisoned and beaten; six Maroon representatives, led by Montague James and Major Jarrett, went to the British officials with their grievance, and they, too, were imprisoned(insert image 3). (insert image 4) Following orders from the new governor, Alexander Lindsey, 6th Earl of Balcarres, the British wrongly believed the French had infected the Maroons with their revolutionary spirit. Balcarres completely mishandled the dispute, which could have been resolved without conflict. Still, he ignored the advice of local Planters and ordered his forces to put down the Maroons of Trelawny Town. Although the Maroons were outnumbered, the British troops couldn't traverse the terrain and suffered heavy losses and the destruction of large plantations. Unfortunately, the other Maroon communities did not assist; Accompong Maroons supported the British. The Trelawny Marrons were finally subdued and promised not to be deported in exchange for begging for forgiveness; however, they were still deported(Insert image 5).","Jamaica's Second Maroon War <img src=""/image1""> <img src=""/image2""> began when the Maroons of Trelawny Town felt mistreated under Cudjoe's Treaty of 1739 which ended the First Maroon War. Even though that treaty head required the Maroons to return any runaway slaves, there was still distrust and friction over the Maroon's relationship with those enslaved. The planters used the excuse of increased interaction between the Marooners and enslaved people, often marrying and having children thus assisting in their escape, as the basis to break the Treaty of 1738, setting the stage for the second war. The spark ignited the war when two Trelawny Maroons who stole a pig were imprisoned and beaten; six Maroon representatives, led by Montague James and Major Jarrett, went to the British officials with their grievance, and they, too, were imprisoned<img src=""/image3"">. <img src=""/image4""> Following orders from the new governor, Alexander Lindsey, 6th Earl of Balcarres, the British wrongly believed the French had infected the Maroons with their revolutionary spirit. Balcarres completely mishandled the dispute, which could have been resolved without conflict. Still, he ignored the advice of local Planters and ordered his forces to put down the Maroons of Trelawny Town. Although the Maroons were outnumbered, the British troops couldn't traverse the terrain and suffered heavy losses and the destruction of large plantations. Unfortunately, the other Maroon communities did not assist; Accompong Maroons supported the British. The Trelawny Marrons were finally subdued and promised not to be deported in exchange for begging for forgiveness; however, they were still deported. <img src=""/image5"">","""IMAGE 1 : https://digitalcollections.nypl.org/items/510d47db-bc35-a3d9-e040-e00a18064a99 Osman the maroon in the swamp, For sale IMAGE 2 : https://cssj.brown.edu/sites/default/files/pdfs/A%20Peculiar%20Aesthetic%20Exhibit%20Catalog.pdf The Maroons in Ambush on the Dromilly Estate in the Parish of Trelawney, Jamaica, 1801 François-Jules Bourgoin(page 7) IMAGE 3 : https://slavery.yale.edu/tags/caribbean (Old Cudjoe making peace) IMAGE 4 : https://www.flickr.com/photos/britishlibrary/50264821618 """"The MAROONS in AMBUSH on the DROMILLY ESTATE in the PARISH of TRELAWNEY, JAMAICA """" IMAGE 5: https://www.nlj.gov.jm/labourday/samsharpe.html Adolphe Duperly print: A View of Montego Bay, this print shows slaves destroying sections of Montego Bay during the 1831 slave rebellion. https://scholar.library.miami.edu/slaves/Maroons/individual_essays/howard.html""Trelawny Maroons deported to Nova Scotia https://scholar.library.miami.edu/slaves/Maroons/individual_essays/howard.html",,,18.1096,-77.2975,,https://drive.google.com/drive/folders/1teLNOw1piRfjAoLG3bTXmJF6ipS8hMb3?usp=share_link,,,Muthi
UnHLFL,TRUE,,1700,1795,1795,"Soufriere, St. Lucia",Battle of Rabot-Brigands War.,"(Insert image 1) In 1791, some of the enslaved had requested their liberty and were met with violence, the men were decapitated, and the women and children also received harsh punishment. This occurrence remained utmost in the minds of the enslaved. The period of the French Revolution in Saint Lucia was the most tumultuous in the history of the island and of Soufriere. Everyone rallied to the slogan, Liberté, Egalité, Fraternité for different reasons. Soufriere became the headquarters of the ""Patriotes"" the Revolutionary Party. The British attempted to seize the colony from the French in 1795, and the Patriotes, made up of radical French, Africans, and Indigenous people challenged them. The Africans also took advantage of that time to fight for their freedom. (Image 3) A mulatto woman, Flore Bois Gaillard a.k.a Piton Flore, was a principal strategist in the Battle of Rabot or Brigands war. She teamed up with a group of newly freed slaves, the Brigands, to defeat the British through guerilla tactics. The Battle of Rabot, one of the critical events of the ""Brigands War,"" was fought on April 22, 1795. The souvenir sheet shows the forces' disposition and the battle plan. (Image 2) The British from Castries landed over a thousand troops at Vieux Fort and marched them overland to Soufriere and attacked Fond Doux and Rabot on April 22, 1795.  A crucial battle took place on that day, proving the Brigands military tactics and prowess in holding on to the town of Soufriere. However, destruction was widespread, with attacks on whites, the torching of estates torched, leaving seven of the eleven towns and villages in ruins. (Image 4)  Castries and Soufriere, and Gros Islet were spared. The English withdrew to Castries and were eventually defeated, fleeing the island. The Royalist planters fled with them, leaving the remaining Saint Lucians to enjoy ""l‚’Année de la Liberté,"" ""a year of freedom from slavery.  The war ended in November 1797 with an agreement by the British that the Brigands would not be re-enslaved, some would be repatriated to Africa, while others were recruited into the 1st West India Regiment stationed in Sierra Leone. They served in the Regiment with honor. (Image 5)","<img src=""/image1""> In 1791, some of the enslaved had requested their liberty and were met with violence, the men were decapitated, and the women and children also received harsh punishment. This occurrence remained utmost in the minds of the enslaved. The period of the French Revolution in Saint Lucia was the most tumultuous in the history of the island and of Soufriere. Everyone rallied to the slogan, Liberté, Egalité, Fraternité for different reasons. Soufriere became the headquarters of the ""Patriotes"" the Revolutionary Party. The British attempted to seize the colony from the French in 1795, and were met by the Patriotes, made up of radical French, Africans, and Indigenous people. The Africans also took advantage of that time to fight for their freedom. <img src=""/image3""> A mulatto woman, Flore Bois Gaillard a.k.a Piton Flore, was a principal strategist in the Battle of Rabot or Brigands war. She teamed up with a group of newly freed slaves, the Brigands, to defeat the British through guerilla tactics. The Battle of Rabot, one of the critical events of the ""Brigands War"" was fought on April 22, 1795. The souvenir sheet shows the forces' disposition and the battle plan. <img src=""/image2""> The British from Castries landed over a thousand troops at Vieux Fort and marched them overland to Soufriere. They attacked on April 22 at Fond Doux and Rabot. A crucial battle took place on that day, proving the Brigands' military tactics and prowess so they could hold on to the town of Soufriere. However, destruction was widespread, as whites were attacked and the estates torched. <img src=""/image4""> Seven of the eleven towns and villages were destroyed. Castries and Soufriere, and Gros Islet were spared. The English withdrew to Castriesand were eventually defeated, fleeing the island. The Royalist planters fled with them, leaving the remaining Saint Lucians to enjoy ""l'Année de la Liberté"", ""a year of freedom from slavery‚Ä¶"" The war ended in November 1797 with an agreement by the British that the Brigands would not be re-enslaved but repatriated to Africa. At the war's end, the Brigands were recruited into the 1st West India Regiment, which was stationed in Sierra Leone. They served in the Regiment with honor. <img src=""/image5"">","Images from http://soufrierefoundation.org/about-soufriere/history https://face2faceafrica.com/article/how-a-saint-lucian-woman-led-an-army-to-defeat-and-expel-the-british-in-the-1700s St Lucia stamp in honor of the 1797 Battle of Rabot Johnson, Elizabeth Ofosuah. ""How a Saint Lucian Woman Led an Army to Defeat and Expel the British in the 1700s."" Face2Face Africa, 25 Mar. 2020, https://face2faceafrica.com/article/how-a-saint-lucian-woman-led-an-army-to-defeat-and-expel-the-british-in-the-1700s.""The Saint Lucia Slave Rebellion of 1795"" by Adrian Fraser (published in the Caribbean Quarterly, Vol. 54, No. 4, December 2008) ""A Short Account of the Slave Insurrection in the Island of St. Lucia, which broke out in the month of October, 1795"" by Marcus Rainsford (published in London in 1796) http://soufrierefoundation.org/about-soufriere/history http://www.danstopicals.com/rabot.htm",,,13.9094,-60.9789,,https://drive.google.com/drive/folders/1mhL3Q7vERnPW6FdIY3ftyPkGW91RPgaq?usp=share_link,same image appeared thrice,,
J4nd3K,TRUE,,1800,1802,1802,"Pointe-a-Pitre, Guadeloupe",,"(Insert image 1) France freed the enslaved in 1789 and lived free for eight years until Napoleon decided to re-enslave them. The result was massive uprisings throughout the French colonies! (Insert image 2) Solitude, only 30 at the time and pregnant, had managed to organize a group and escape into a Maroon outpost in the hills. (Insert image 3) Louis Delgrés, a mulatto, was born free and trained in military strategies; believing Napoleon had betrayed the people, he vowed to fight to the death to defeat him by leading an uprising of 800. Solitude had convinced her people to join with Degrés. They lured the French into a fort, where they were cornered, and set off gunpowder, killing themselves and 400 French soldiers. Under Napoleon, approximately 10,000 Guadeloupeans lost their lives before the abolition of slavery in 1848. (Insert image 4) Solitude survived the ambush and was later tried and convicted. The French executed her the day after her baby was born and became her owner's property! (Insert image 5)","<img src=""/image1""> France freed the enslaved in 1789 and lived free for eight years until Napoleon decided to re-enslave them. The result was massive uprisings throughout the French colonies! <img src=""/image2""> Solitude, only 30 at the time and pregnant, had managed to organize a group and escape into a Maroon outpost in the hills. <img src=""/image3""> Louis Delgrés, a mulatto, was born free and trained in military strategies; believing Napoleon had betrayed the people, he vowed to fight to the death to defeat him by leading an uprising of 800. Solitude had convinced her people to join with Degrés. They lured the French into a fort, where they were cornered, and set off gunpowder, killing themselves and 400 French soldiers. Under Napoleon, approximately 10,000 Guadeloupeans lost their lives before the abolition of slavery in 1848. <img src=""/image4""> Solitude survived the ambush and was later tried and convicted. The French executed her the day after her baby was born and became her owner's property! <img src=""/image5"">",image1:https://repeatingislands.com/2013/08/05/tula-the-revolt-hoperoad-acquires-film-tie-in-of-true-and-moving-story-of-the-great-slave-revolt-on-curacao/ image2:https://kentakepage.com/solitude-of-guadeloupe/ image3:https://commons.wikimedia.org/wiki/File:Buste_Louis_Delgr%C3%A8s_%C3%A0_Petit-Bourg.JPG image4:https://commons.wikimedia.org/wiki/File:Guadeloupe1810.jpg image5:https://caribbeanpast.blogspot.com/2018/11/solitude-mulatto-warrior-woman-of.html,,,16.23753,-61.53763,Precise,https://drive.google.com/drive/folders/1eme4pYxqCHl2IrPjSm_qdPRkOYEEVsDn?usp=share_link,Words don not match to pptx and appears twice in folder,,Ronald Abdou Ngum
LLbdDE,TRUE,,1800,1802,1802,"Elizabeth City, North Carolina",,"(Insert image) Many ""fugitive' slaves lived in the swampy area of North Carolina in Maroon communities and made periodic raids on the surrounding plantations. Rumors surfaced of a revolt planned by Tom Cooper, and the fear of whites elevated when some munitions were stolen. The North Carolinians took matters into their own hands and wielded vigilante justice, killing over fifteen Blacks. There was a law that the slave owner would be recompensated two-thirds of the lynched slaves' purchase price that the North Carolina legislature ignored. The reign of terror precipitated by the vigilant led to the local militia being called in to protect property and to end the violence.","<img src=""/image1""> Many ""fugitive' slaves lived in the swampy area of North Carolina in Maroon communities and made periodic raids on the surrounding plantations. Rumors surfaced of a revolt planned by Tom Cooper, and the fear of whites elevated when some munitions were stolen. The North Carolinians took matters into their own hands and wielded vigilante justice, killing over fifteen Blacks. There was a law that the slave owner would be recompensated two-thirds of the lynched slaves' purchase price that the North Carolina legislature ignored. The reign of terror precipitated by the vigilant led to the local militia being called in to protect property and to end the violence.","https://randomlyreading.blogspot.com/2017/03/unbound-novel-in-verse-by-ann-e-burg.html Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:pp. 139-140.","Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:pp. 139-140.",,36.2946,-76.25104,Precise,https://drive.google.com/drive/folders/1UYFOk06oTeLQMHa1qAKZhdgHvPq5Nqxg?usp=share_link,,,
Pq2HEu,TRUE,,1800,1812,1812,Cuba,Aponte Rebellion,"(Insert image 3) Aponte ""... held the rank of first corporal (cabo primero) in Havana's black militia and was the leader of his local Yoruba association‚Ä¶and a free black carpenter in Havana."" Aponte allegedly the leader of a plot to rebel against the Cuban government to end slavery, freeing all, and to ""uplift free people of color."" (insert image 4). The movement struck several sugar plantations on the outskirts of Havana, but the government soon crushed it."" The rebellion also included free Blacks, Aponte was captured, hung, decapitated, and his head was put in an iron cage and placed at the entrance of Havana.","<img src=""/image3""> Aponte ""... held the rank of first corporal (cabo primero) in Havana's black militia and was the leader of his local Yoruba association‚Ä¶and a free black carpenter in Havana."" Aponte allegedly the leader of a plot to rebel against the Cuban government to end slavery, freeing all, and to ""uplift free people of color."" <img src=""/image4"">. The movement struck several sugar plantations on the outskirts of Havana, but the government soon crushed it."" The rebellion also included free Blacks, Aponte was captured, hung, decapitated, and his head was put in an iron cage and placed at the entrance of Havana.",Image 2: https://www.northrop.umn.edu/events/discussing-history-and-art-jos-antonio-aponte Image 3: https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Aponte A sketch of Jose Antonio Aponte (Public domain),,,23.13299,-81.94271,Approximate,https://drive.google.com/drive/folders/1IV4dtPJbHI0SwxBRoG7GjPLfSys5lKX5?usp=share_link,,,Lori Wushensky
g4dHmQ,TRUE,,1800,1812,1812,Venezuela,,"The enslaved Africans took advantage of the Venezuelan Creoles, European descendants born in the Americas‚Äô struggle for independence from Spain, to launch a revolt against their masters; the revolt was quelled, and slavery was not abolished in Venezuela until 1854. The Creoles suffered two significant defeats by the Spanish due to their refusal to abolish slavery. They wanted to maintain the system and were afraid of a race war. In the second battle, the Creoles had to divert their forces against the Spanish to abolish slave revolts. It was not until Simon Bolivar returned to Venezuela after being exiled that reforms were made for the gradual emancipation of the enslaved. ( insert image 2 ) (insert image 3)","The enslaved Africans took advantage of the Venezuelan Creoles, European descendants born in the Americas' struggle for independence from Spain, to launch a revolt against their masters; the revolt was quelled, and slavery was not abolished in Venezuela until 1854. The Creoles suffered two significant defeats by the Spanish due to their refusal to abolish slavery. They wanted to maintain the system and were afraid of a race war. In the second battle, the Creoles had to divert their forces against the Spanish to abolish slave revolts. It was not until Simon Bolivar returned to Venezuela after being exiled that reforms were made for the gradual emancipation of the enslaved. <img src=""/image2""> <img src=""/image3"">","Image 2: https://commons.wikimedia.org/wiki/File:San_Benito_de_Palermo_en_Bobure.JPG Public domain(From Wilfredor) Image 3: https://aaregistry.org/story/abolitionism-in-south-america-a-brief-story/ Ronald Young in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 555-556.",,,6.42375,-66.58973,Precise,https://drive.google.com/drive/folders/12K6XIlQ4xtdz4GBeQ1qI3wrEXe3TsKPk?usp=share_link,,,
